Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   65928/134922      std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Edge> >, std::is_move_constructible<Edge>, std::is_move_assignable<Edge> >::value, void>::type std::swap<Edge>(Edge&, Edge&) [298]
[259]    0.0    0.00    0.00  134922         std::remove_reference<Edge&>::type&& std::move<Edge&>(Edge&) [259]
-----------------------------------------------
                0.00    0.00      15/110105      void std::__insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [809]
                0.00    0.00    2435/110105      void std::__move_median_to_first<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [439]
                0.00    0.00  107655/110105      __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [438]
[260]    0.0    0.00    0.00  110105         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) const [260]
                0.00    0.00  220210/385000      __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator*() const [253]
                0.00    0.00  110105/144217      Edge::operator<(Edge const&) const [258]
-----------------------------------------------
                0.00    0.00   27339/106306      std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate_node(cv::Point_<int>*) [288]
                0.00    0.00   78967/106306      std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate(cv::Point_<int>*, unsigned long) [263]
[261]    0.0    0.00    0.00  106306         std::__new_allocator<cv::Point_<int> >::deallocate(cv::Point_<int>*, unsigned long) [261]
-----------------------------------------------
                0.00    0.00   27339/106306      std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate_node() [287]
                0.00    0.00   78967/106306      std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate(unsigned long) [267]
[262]    0.0    0.00    0.00  106306         std::__new_allocator<cv::Point_<int> >::allocate(unsigned long, void const*) [262]
-----------------------------------------------
                0.00    0.00    6308/102031      void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>&&) [99]
                0.00    0.00   25849/102031      std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~_Vector_base() [293]
                0.00    0.00   69874/102031      void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> const&>(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [26]
[263]    0.0    0.00    0.00  102031         std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate(cv::Point_<int>*, unsigned long) [263]
                0.00    0.00   78967/106306      std::__new_allocator<cv::Point_<int> >::deallocate(cv::Point_<int>*, unsigned long) [261]
-----------------------------------------------
                0.00    0.00       1/95187       std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [157]
                0.00    0.00       3/95187       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [146]
                0.00    0.00       4/95187       std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_reallocate_map(unsigned long, bool) [442]
                0.00    0.00      13/95187       std::vector<Superpixel, std::allocator<Superpixel> >::_M_check_len(unsigned long, char const*) const [137]
                0.00    0.00      15/95187       std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [91]
                0.00    0.00   18969/95187       std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_initialize_map(unsigned long) [312]
                0.00    0.00   76182/95187       std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_check_len(unsigned long, char const*) const [102]
[264]    0.0    0.00    0.00   95187         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [264]
-----------------------------------------------
                0.00    0.00   34112/87386       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter) [356]
                0.00    0.00   53274/87386       __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [438]
[265]    0.0    0.00    0.00   87386         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator--() [265]
-----------------------------------------------
                0.00    0.00       2/86790       bool __gnu_cxx::operator==<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [687]
                0.00    0.00      12/86790       Edge* std::__niter_base<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >) [570]
                0.00    0.00      30/86790       void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [92]
                0.00    0.00    5796/86790       __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [392]
                0.00    0.00   36998/86790       bool __gnu_cxx::operator!=<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [321]
                0.00    0.00   43952/86790       bool __gnu_cxx::operator< <Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [297]
[266]    0.0    0.00    0.00   86790         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [266]
-----------------------------------------------
                0.00    0.00    2785/78967       std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_create_storage(unsigned long) [408]
                0.00    0.00    6308/78967       void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>&&) [99]
                0.00    0.00   69874/78967       void std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_realloc_insert<cv::Point_<int> const&>(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [26]
[267]    0.0    0.00    0.00   78967         std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate(unsigned long) [267]
                0.00    0.00   78967/106306      std::__new_allocator<cv::Point_<int> >::allocate(unsigned long, void const*) [262]
-----------------------------------------------
                0.00    0.00    8370/73088       std::operator-(std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&, std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*> const&) [362]
                0.00    0.00   64718/73088       std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_M_set_node(cv::Point_<int>**) [270]
[268]    0.0    0.00    0.00   73088         std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_S_buffer_size() [268]
                0.00    0.00   73088/165704      std::__deque_buf_size(unsigned long) [256]
-----------------------------------------------
                0.00    0.00      15/71916       void std::__insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [809]
                0.00    0.00    9232/71916       void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [823]
                0.00    0.00    9248/71916       SARSegmentation::segmentGraph(std::vector<Edge, std::allocator<Edge> > const&, double) [120]
                0.00    0.00   53421/71916       __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter) [438]
[269]    0.0    0.00    0.00   71916         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator++() [269]
-----------------------------------------------
                0.00    0.00    1670/64718       std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_reallocate_map(unsigned long, bool) [442]
                0.00    0.00    8370/64718       std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_pop_front_aux() [360]
                0.00    0.00    8370/64718       void std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_push_back_aux<cv::Point_<int> >(cv::Point_<int>&&) [109]
                0.00    0.00    8370/64718       std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::operator--() [228]
                0.00    0.00   37938/64718       std::_Deque_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_initialize_map(unsigned long) [312]
[270]    0.0    0.00    0.00   64718         std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_M_set_node(cv::Point_<int>**) [270]
                0.00    0.00   64718/73088       std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::_S_buffer_size() [268]
-----------------------------------------------
                0.00    0.00      45/60525       void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [92]
                0.00    0.00   27714/60525       Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [88]
                0.00    0.00   32766/60525       void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&) [326]
[271]    0.0    0.00    0.00   60525         Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&) [271]
-----------------------------------------------
                0.00    0.00    9248/58397       Edge* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*>(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*) [807]
