Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  [20] std::_Bit_iterator::operator*() const [752] double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [484] std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  [12] std::_Bit_iterator::operator[](long) const [658] int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [667] int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
 [463] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [82] std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [801] int std::__countl_zero<unsigned long>(unsigned long)
 [472] std::_Bvector_base<std::allocator<bool> >::_M_get_Bit_allocator() const [753] std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [802] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [277] std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() const [754] double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [803] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter)
  [46] std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() const [624] int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [631] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::move_backward<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >)
 [596] std::move_iterator<int*>::base() const [517] std::_Rb_tree_const_iterator<std::pair<int const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, int> > const&) [804] double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*)
 [181] std::_Bit_reference::operator bool() const [242] std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int, int> > const&) [485] int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*)
 [197] std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>::operator*() const [248] std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [445] cv::Point_<int>** std::__copy_move_a1<false, cv::Point_<int>**, cv::Point_<int>**>(cv::Point_<int>**, cv::Point_<int>**, cv::Point_<int>**)
 [206] std::initializer_list<std::pair<int, int> >::end() const [755] double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [486] unsigned long* std::__copy_move_a1<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
 [207] std::initializer_list<std::pair<int, int> >::size() const [756] unsigned char* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned char*, unsigned long>(unsigned char*, unsigned long) [487] std::_Bit_iterator std::__copy_move_a1<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
 [193] std::initializer_list<std::pair<int, int> >::begin() const [625] int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [668] int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*)
 [696] std::initializer_list<double>::end() const [394] std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [805] double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
 [697] std::initializer_list<double>::size() const [374] std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::end() [488] int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*)
 [643] std::initializer_list<double>::begin() const [411] std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::find(int const&) [446] cv::Point_<int>** std::__copy_move_a2<false, cv::Point_<int>**, cv::Point_<int>**>(cv::Point_<int>**, cv::Point_<int>**, cv::Point_<int>**)
 [371] std::_Rb_tree_iterator<std::pair<int const, int> >::operator*() const [757] std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::map() [489] unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
 [508] std::_Rb_tree_const_iterator<std::pair<int const, int> >::_M_const_cast() const [758] std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::~map() [490] std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
 [397] std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::key_comp() const [395] std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [669] int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*)
 [246] std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [15] std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [553] Superpixel* std::__relocate_a_1<Superpixel*, Superpixel*, std::allocator<Superpixel> >(Superpixel*, Superpixel*, Superpixel*, std::allocator<Superpixel>&)
  [57] std::less<std::pair<int, int> >::operator()(std::pair<int, int> const&, std::pair<int, int> const&) const [76] std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::insert(std::pair<int, int> const&) [547] Edge* std::__relocate_a_1<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&)
 [273] std::less<int>::operator()(int const&, int const&) const [759] std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::set() [40] cv::Point_<int>* std::__relocate_a_1<cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&)
 [359] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::size() const [116] std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~set() [806] std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&)
 [222] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::empty() const [518] std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [670] std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
 [110] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::max_size() const [519] std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [256] std::__deque_buf_size(unsigned long)
 [223] std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::empty() const [544] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&) [807] Edge* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*>(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*)
 [137] std::vector<Superpixel, std::allocator<Superpixel> >::_M_check_len(unsigned long, char const*) const [541] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base* const&) [414] cv::Point_<int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*>(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*)
  [66] std::vector<Superpixel, std::allocator<Superpixel> >::end() const [760] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, int> >*&, std::_Rb_tree_node_base*&) [75] std::pair<int, int>* std::__do_uninit_copy<std::pair<int, int> const*, std::pair<int, int>*>(std::pair<int, int> const*, std::pair<int, int> const*, std::pair<int, int>*)
   [7] std::vector<Superpixel, std::allocator<Superpixel> >::size() const [339] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&) [808] std::__fill_bvector_n(unsigned long*, unsigned long, bool)
 [245] std::vector<Superpixel, std::allocator<Superpixel> >::begin() const [340] std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool, true>(std::_Rb_tree_iterator<std::pair<int, int> >&&, bool&&) [809] void std::__insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter)
  [28] std::vector<Superpixel, std::allocator<Superpixel> >::empty() const [341] std::pair<std::_Rb_tree_const_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >&, bool&, true>(std::_Rb_tree_iterator<std::pair<int, int> >&, bool&) [810] void std::__introsort_loop<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, long, __gnu_cxx::__ops::_Iter_less_iter)
 [139] std::vector<Superpixel, std::allocator<Superpixel> >::max_size() const [249] std::pair<int, int>::pair<int, int, true>(int const&, int const&) [572] std::__size_to_integer(unsigned long)
 [404] std::vector<Superpixel, std::allocator<Superpixel> >::operator[](unsigned long) const [105] std::pair<int, int>::pair<int&, int, true>(int&, int&&) [84] std::vector<bool, std::allocator<bool> >* std::__do_uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&)
  [91] std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [106] std::pair<int, int>::pair<int, int&, true>(int&&, int&) [811] std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&)
 [644] std::vector<Edge, std::allocator<Edge> >::end() const [111] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_S_max_size(std::allocator<cv::Point_<int> > const&) [812] Edge* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*>(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*)
 [537] std::vector<Edge, std::allocator<Edge> >::size() const [32] cv::Point_<int>& std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::emplace_back<cv::Point_<int> >(cv::Point_<int>&&) [415] cv::Point_<int>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*>(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*)
 [645] std::vector<Edge, std::allocator<Edge> >::begin() const [68] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_destroy_data(std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>, std::_Deque_iterator<cv::Point_<int>, cv::Point_<int>&, cv::Point_<int>*>, std::allocator<cv::Point_<int> > const&) [491] int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
 [698] std::vector<Edge, std::allocator<Edge> >::empty() const [360] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_pop_front_aux() [41] std::pair<int, int>* std::uninitialized_copy<std::pair<int, int> const*, std::pair<int, int>*>(std::pair<int, int> const*, std::pair<int, int> const*, std::pair<int, int>*)
  [90] std::vector<Edge, std::allocator<Edge> >::max_size() const [109] void std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_push_back_aux<cv::Point_<int> >(cv::Point_<int>&&) [813] double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*)
 [102] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_check_len(unsigned long, char const*) const [442] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_reallocate_map(unsigned long, bool) [671] int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
 [405] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() const [361] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_reserve_map_at_back(unsigned long) [388] void std::__relocate_object_a<Superpixel, Superpixel, std::allocator<Superpixel> >(Superpixel*, Superpixel*, std::allocator<Superpixel>&)
 [254] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::size() const [225] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() [326] void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&)
 [406] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() const [229] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::back() [37] void std::__relocate_object_a<cv::Point_<int>, cv::Point_<int>, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&)
 [100] std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::max_size() const [226] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() [85] std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&)
 [129] std::vector<bool, std::allocator<bool> >::end() const [230] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::front() [814] std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&)
 [104] std::vector<bool, std::allocator<bool> >::size() const [231] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::pop_front() [815] double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  [97] std::vector<bool, std::allocator<bool> >::begin() const [24] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::push_back(cv::Point_<int>&&) [632] int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
 [157] std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [317] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::deque() [438] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [575] std::vector<double, std::allocator<double> >::size() const [69] std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >::~deque() [633] __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >)
 [148] std::vector<double, std::allocator<double> >::max_size() const [232] std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::pop() [816] void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [146] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [21] std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::push(cv::Point_<int>&&) [439] void std::__move_median_to_first<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [465] std::vector<int, std::allocator<int> >::end() const [233] std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::front() [817] Edge* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*, Edge>(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, Edge*, std::allocator<Edge>&)
 [203] std::vector<int, std::allocator<int> >::size() const [318] std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::queue<std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > >, void>() [416] cv::Point_<int>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*, cv::Point_<int> >(__gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int> const*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int>*, std::allocator<cv::Point_<int> >&)
 [466] std::vector<int, std::allocator<int> >::begin() const [70] std::queue<cv::Point_<int>, std::deque<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::~queue() [492] int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
 [143] std::vector<int, std::allocator<int> >::max_size() const [520] std::tuple<int const&>::tuple<true, true>(int const&) [42] std::pair<int, int>* std::__uninitialized_copy_a<std::pair<int, int> const*, std::pair<int, int>*, std::pair<int, int> >(std::pair<int, int> const*, std::pair<int, int> const*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&)
 [202] std::vector<int, std::allocator<int> >::operator[](unsigned long) const [521] std::tuple<int const&>::tuple(std::tuple<int const&>&&) [818] double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&)
 [112] std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> const&>(std::pair<int, int> const&) const [140] std::vector<Superpixel, std::allocator<Superpixel> >::_S_max_size(std::allocator<Superpixel> const&) [672] int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&)
 [247] std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [551] std::vector<Superpixel, std::allocator<Superpixel> >::_S_relocate(Superpixel*, Superpixel*, Superpixel*, std::allocator<Superpixel>&) [634] Edge* std::__copy_move_backward_a1<true, Edge*, Edge*>(Edge*, Edge*, Edge*)
 [240] std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_mbegin() const [138] void std::vector<Superpixel, std::allocator<Superpixel> >::_M_realloc_insert<Superpixel const&>(__gnu_cxx::__normal_iterator<Superpixel*, std::vector<Superpixel, std::allocator<Superpixel> > >, Superpixel const&) [635] Edge* std::__copy_move_backward_a2<true, Edge*, Edge*>(Edge*, Edge*, Edge*)
 [509] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_Auto_node::_M_key() const [566] std::vector<Superpixel, std::allocator<Superpixel> >::end() [586] std::__is_constant_evaluated()
 [571] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::size() const [567] std::vector<Superpixel, std::allocator<Superpixel> >::begin() [86] std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n_a<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > >&)
 [398] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::key_comp() const [136] std::vector<Superpixel, std::allocator<Superpixel> >::push_back(Superpixel const&) [819] std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&)
 [372] std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_mbegin() const [761] std::vector<Superpixel, std::allocator<Superpixel> >::vector() [820] double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)
  [93] std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int> const&) const [762] std::vector<Superpixel, std::allocator<Superpixel> >::~vector() [636] int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
 [510] std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [5] std::vector<Superpixel, std::allocator<Superpixel> >::operator[](unsigned long) [356] void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Val_less_iter)
 [511] std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [135] std::vector<Edge, std::allocator<Edge> >::_S_max_size(std::allocator<Edge> const&) [821] double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long)
  [98] int&& std::__pair_get<0ul>::__move_get<int, int>(std::pair<int, int>&&) [545] std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [822] unsigned char* std::__uninitialized_default_n<unsigned char*, unsigned long>(unsigned char*, unsigned long)
  [48] int&& std::__pair_get<1ul>::__move_get<int, int>(std::pair<int, int>&&) [88] Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [637] int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long)
